"City","Name","Category","Admission","Rating"
"Plano","Heritage Center of Plano #2868","Museum","$17.68","4.5"
"Laredo","Victory Plaza of Laredo #2869","Park","$27.16","4.4"
"Lubbock","Discovery Gardens of Lubbock #2870","Historical Site","$29.07","4.2"
"Garland","Liberty Monument of Garland #2871","Theme Park","$39.25","4.3"
"Irving","Frontier Preserve of Irving #2872","Landmark","$47.67","4.8"
"Amarillo","Grand Hall of Amarillo #2873","Nature","$19.37","4.4"
"Grand Prairie","Heritage Center of Grand Prairie #2874","Museum","$33.93","4.5"
"Brownsville","Victory Plaza of Brownsville #2875","Park","$45.14","4.6"
"McKinney","Discovery Gardens of McKinney #2876","Historical Site","$19.73","4.7"
"Frisco","Liberty Monument of Frisco #2877","Theme Park","$9.95","4.5"
"Pasadena","Frontier Preserve of Pasadena #2878","Landmark","$18.68","4.2"
"Mesquite","Grand Hall of Mesquite #2879","Nature","$3.57","4.7"
"Austin","Heritage Center of Austin #2880","Museum","$7.75","4.0"
"Houston","Victory Plaza of Houston #2881","Park","$12.98","4.0"
"Dallas","Discovery Gardens of Dallas #2882","Historical Site","$33.52","4.5"
"San Antonio","Liberty Monument of San Antonio #2883","Theme Park","$18.48","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #2884","Landmark","$35.80","4.3"
"El Paso","Grand Hall of El Paso #2885","Nature","$6.64","4.7"
"Arlington","Heritage Center of Arlington #2886","Museum","$30.09","4.8"
"Corpus Christi","Victory Plaza of Corpus Christi #2887","Park","$15.58","4.5"
"Plano","Discovery Gardens of Plano #2888","Historical Site","$30.76","4.1"
"Laredo","Liberty Monument of Laredo #2889","Theme Park","$47.85","4.4"
"Lubbock","Frontier Preserve of Lubbock #2890","Landmark","$3.81","4.6"
"Garland","Grand Hall of Garland #2891","Nature","$15.23","4.9"
"Irving","Heritage Center of Irving #2892","Museum","$28.41","4.4"
"Amarillo","Victory Plaza of Amarillo #2893","Park","$20.28","4.1"
"Grand Prairie","Discovery Gardens of Grand Prairie #2894","Historical Site","$23.13","4.9"
"Brownsville","Liberty Monument of Brownsville #2895","Theme Park","$11.39","4.1"
"McKinney","Frontier Preserve of McKinney #2896","Landmark","$29.79","4.4"
"Frisco","Grand Hall of Frisco #2897","Nature","$18.98","4.6"
"Pasadena","Heritage Center of Pasadena #2898","Museum","$5.26","4.2"
"Mesquite","Victory Plaza of Mesquite #2899","Park","$1.18","4.8"
"Austin","Discovery Gardens of Austin #2900","Historical Site","$38.00","4.0"
"Houston","Liberty Monument of Houston #2901","Theme Park","$2.79","4.4"
"Dallas","Frontier Preserve of Dallas #2902","Landmark","$17.41","5.0"
"San Antonio","Grand Hall of San Antonio #2903","Nature","$46.55","4.5"
"Fort Worth","Heritage Center of Fort Worth #2904","Museum","$33.76","4.8"
"El Paso","Victory Plaza of El Paso #2905","Park","$8.66","4.2"
"Arlington","Discovery Gardens of Arlington #2906","Historical Site","$39.70","4.8"
"Corpus Christi","Liberty Monument of Corpus Christi #2907","Theme Park","$39.41","4.5"
"Plano","Frontier Preserve of Plano #2908","Landmark","$39.05","4.9"
"Laredo","Grand Hall of Laredo #2909","Nature","$36.97","4.3"
"Lubbock","Heritage Center of Lubbock #2910","Museum","$41.79","4.8"
"Garland","Victory Plaza of Garland #2911","Park","$49.12","4.8"
"Irving","Discovery Gardens of Irving #2912","Historical Site","$31.97","4.5"
"Amarillo","Liberty Monument of Amarillo #2913","Theme Park","$42.71","4.7"
"Grand Prairie","Frontier Preserve of Grand Prairie #2914","Landmark","$15.39","4.2"
"Brownsville","Grand Hall of Brownsville #2915","Nature","$13.08","4.2"
"McKinney","Heritage Center of McKinney #2916","Museum","$42.44","4.3"
"Frisco","Victory Plaza of Frisco #2917","Park","$49.90","4.3"
"Pasadena","Discovery Gardens of Pasadena #2918","Historical Site","$8.47","4.3"
"Mesquite","Liberty Monument of Mesquite #2919","Theme Park","$49.95","4.2"
"Austin","Frontier Preserve of Austin #2920","Landmark","$13.66","4.4"
"Houston","Grand Hall of Houston #2921","Nature","$35.07","4.4"
"Dallas","Heritage Center of Dallas #2922","Museum","$2.30","4.8"
"San Antonio","Victory Plaza of San Antonio #2923","Park","$30.32","4.3"
"Fort Worth","Discovery Gardens of Fort Worth #2924","Historical Site","$15.64","4.3"
"El Paso","Liberty Monument of El Paso #2925","Theme Park","$11.79","4.5"
"Arlington","Frontier Preserve of Arlington #2926","Landmark","$43.57","4.1"
"Corpus Christi","Grand Hall of Corpus Christi #2927","Nature","$31.07","4.3"
"Plano","Heritage Center of Plano #2928","Museum","$38.93","4.0"
"Laredo","Victory Plaza of Laredo #2929","Park","$14.22","5.0"
"Lubbock","Discovery Gardens of Lubbock #2930","Historical Site","$20.63","4.4"
"Garland","Liberty Monument of Garland #2931","Theme Park","$49.75","4.4"
"Irving","Frontier Preserve of Irving #2932","Landmark","$21.77","4.6"
"Amarillo","Grand Hall of Amarillo #2933","Nature","$46.95","4.6"
"Grand Prairie","Heritage Center of Grand Prairie #2934","Museum","$43.08","4.9"
"Brownsville","Victory Plaza of Brownsville #2935","Park","$45.48","4.7"
"McKinney","Discovery Gardens of McKinney #2936","Historical Site","$0.43","4.8"
"Frisco","Liberty Monument of Frisco #2937","Theme Park","$33.52","4.3"
"Pasadena","Frontier Preserve of Pasadena #2938","Landmark","$10.58","4.7"
"Mesquite","Grand Hall of Mesquite #2939","Nature","$4.93","4.3"
"Austin","Heritage Center of Austin #2940","Museum","$4.70","4.2"
"Houston","Victory Plaza of Houston #2941","Park","$37.22","4.9"
"Dallas","Discovery Gardens of Dallas #2942","Historical Site","$47.81","4.4"
"San Antonio","Liberty Monument of San Antonio #2943","Theme Park","$43.13","4.9"
"Fort Worth","Frontier Preserve of Fort Worth #2944","Landmark","$3.28","4.4"
"El Paso","Grand Hall of El Paso #2945","Nature","$0.86","4.6"
"Arlington","Heritage Center of Arlington #2946","Museum","$27.99","4.7"
"Corpus Christi","Victory Plaza of Corpus Christi #2947","Park","$9.35","4.1"
"Plano","Discovery Gardens of Plano #2948","Historical Site","$42.56","4.5"
"Laredo","Liberty Monument of Laredo #2949","Theme Park","$19.89","4.2"
"Lubbock","Frontier Preserve of Lubbock #2950","Landmark","$21.49","4.7"
"Garland","Grand Hall of Garland #2951","Nature","$36.31","4.4"
"Irving","Heritage Center of Irving #2952","Museum","$22.32","4.8"
"Amarillo","Victory Plaza of Amarillo #2953","Park","$27.40","4.6"
"Grand Prairie","Discovery Gardens of Grand Prairie #2954","Historical Site","$49.63","4.7"
"Brownsville","Liberty Monument of Brownsville #2955","Theme Park","$7.84","4.2"
"McKinney","Frontier Preserve of McKinney #2956","Landmark","$22.86","4.8"
"Frisco","Grand Hall of Frisco #2957","Nature","$5.54","4.8"
"Pasadena","Heritage Center of Pasadena #2958","Museum","$15.98","4.1"
"Mesquite","Victory Plaza of Mesquite #2959","Park","$4.45","4.5"
"Austin","Discovery Gardens of Austin #2960","Historical Site","$8.65","4.7"
"Houston","Liberty Monument of Houston #2961","Theme Park","$10.66","5.0"
"Dallas","Frontier Preserve of Dallas #2962","Landmark","$3.46","4.9"
"San Antonio","Grand Hall of San Antonio #2963","Nature","$24.04","5.0"
"Fort Worth","Heritage Center of Fort Worth #2964","Museum","$21.89","4.9"
"El Paso","Victory Plaza of El Paso #2965","Park","$29.57","5.0"
"Arlington","Discovery Gardens of Arlington #2966","Historical Site","$1.90","4.5"
"Corpus Christi","Liberty Monument of Corpus Christi #2967","Theme Park","$29.70","4.3"
"Plano","Frontier Preserve of Plano #2968","Landmark","$2.28","4.4"
"Laredo","Grand Hall of Laredo #2969","Nature","$19.64","4.2"
"Lubbock","Heritage Center of Lubbock #2970","Museum","$13.36","4.3"
"Garland","Victory Plaza of Garland #2971","Park","$32.23","4.0"
"Irving","Discovery Gardens of Irving #2972","Historical Site","$40.39","4.1"
"Amarillo","Liberty Monument of Amarillo #2973","Theme Park","$12.29","4.5"
"Grand Prairie","Frontier Preserve of Grand Prairie #2974","Landmark","$18.46","4.2"
"Brownsville","Grand Hall of Brownsville #2975","Nature","$28.84","4.6"
"McKinney","Heritage Center of McKinney #2976","Museum","$17.32","4.9"
"Frisco","Victory Plaza of Frisco #2977","Park","$30.94","4.8"
"Pasadena","Discovery Gardens of Pasadena #2978","Historical Site","$27.98","4.1"
"Mesquite","Liberty Monument of Mesquite #2979","Theme Park","$30.89","4.3"
"Austin","Frontier Preserve of Austin #2980","Landmark","$45.23","5.0"
"Houston","Grand Hall of Houston #2981","Nature","$17.67","4.4"
"Dallas","Heritage Center of Dallas #2982","Museum","$13.59","4.8"
"San Antonio","Victory Plaza of San Antonio #2983","Park","$12.01","4.2"
"Fort Worth","Discovery Gardens of Fort Worth #2984","Historical Site","$24.97","4.0"
"El Paso","Liberty Monument of El Paso #2985","Theme Park","$42.12","4.1"
"Arlington","Frontier Preserve of Arlington #2986","Landmark","$29.21","4.0"
"Corpus Christi","Grand Hall of Corpus Christi #2987","Nature","$22.91","4.6"
"Plano","Heritage Center of Plano #2988","Museum","$5.11","4.2"
"Laredo","Victory Plaza of Laredo #2989","Park","$21.02","4.3"
"Lubbock","Discovery Gardens of Lubbock #2990","Historical Site","$7.99","4.1"
"Garland","Liberty Monument of Garland #2991","Theme Park","$17.78","4.1"
"Irving","Frontier Preserve of Irving #2992","Landmark","$6.79","5.0"
"Amarillo","Grand Hall of Amarillo #2993","Nature","$36.21","4.7"
"Grand Prairie","Heritage Center of Grand Prairie #2994","Museum","$28.83","5.0"
"Brownsville","Victory Plaza of Brownsville #2995","Park","$23.40","4.8"
"McKinney","Discovery Gardens of McKinney #2996","Historical Site","$10.48","4.9"
"Frisco","Liberty Monument of Frisco #2997","Theme Park","$48.33","4.0"
"Pasadena","Frontier Preserve of Pasadena #2998","Landmark","$18.19","4.2"
"Mesquite","Grand Hall of Mesquite #2999","Nature","$2.88","4.5"
"Austin","Heritage Center of Austin #3000","Museum","$42.57","4.8"
"Houston","Victory Plaza of Houston #3001","Park","$20.43","4.5"
"Dallas","Discovery Gardens of Dallas #3002","Historical Site","$23.24","4.9"
"San Antonio","Liberty Monument of San Antonio #3003","Theme Park","$42.77","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #3004","Landmark","$22.82","4.7"
"El Paso","Grand Hall of El Paso #3005","Nature","$36.82","5.0"
"Arlington","Heritage Center of Arlington #3006","Museum","$1.50","4.9"
"Corpus Christi","Victory Plaza of Corpus Christi #3007","Park","$42.18","4.9"
"Plano","Discovery Gardens of Plano #3008","Historical Site","$16.63","4.7"
"Laredo","Liberty Monument of Laredo #3009","Theme Park","$28.43","4.8"
"Lubbock","Frontier Preserve of Lubbock #3010","Landmark","$9.58","4.7"
"Garland","Grand Hall of Garland #3011","Nature","$47.71","4.3"
"Irving","Heritage Center of Irving #3012","Museum","$43.99","4.8"
"Amarillo","Victory Plaza of Amarillo #3013","Park","$2.44","4.7"
"Grand Prairie","Discovery Gardens of Grand Prairie #3014","Historical Site","$31.14","4.2"
"Brownsville","Liberty Monument of Brownsville #3015","Theme Park","$38.73","4.3"
"McKinney","Frontier Preserve of McKinney #3016","Landmark","$37.55","4.6"
"Frisco","Grand Hall of Frisco #3017","Nature","$32.83","5.0"
"Pasadena","Heritage Center of Pasadena #3018","Museum","$0.35","4.1"
"Mesquite","Victory Plaza of Mesquite #3019","Park","$16.90","4.3"
"Austin","Discovery Gardens of Austin #3020","Historical Site","$26.70","4.6"
"Houston","Liberty Monument of Houston #3021","Theme Park","$15.19","4.3"
"Dallas","Frontier Preserve of Dallas #3022","Landmark","$46.25","4.6"
"San Antonio","Grand Hall of San Antonio #3023","Nature","$44.30","4.5"
"Fort Worth","Heritage Center of Fort Worth #3024","Museum","$12.08","4.1"
"El Paso","Victory Plaza of El Paso #3025","Park","$18.78","4.4"
"Arlington","Discovery Gardens of Arlington #3026","Historical Site","$38.24","4.4"
"Corpus Christi","Liberty Monument of Corpus Christi #3027","Theme Park","$17.12","4.5"
"Plano","Frontier Preserve of Plano #3028","Landmark","$37.90","4.1"
"Laredo","Grand Hall of Laredo #3029","Nature","$1.42","4.3"
"Lubbock","Heritage Center of Lubbock #3030","Museum","$0.90","4.9"
"Garland","Victory Plaza of Garland #3031","Park","$21.20","4.1"
"Irving","Discovery Gardens of Irving #3032","Historical Site","$2.81","4.3"
"Amarillo","Liberty Monument of Amarillo #3033","Theme Park","$15.76","4.9"
"Grand Prairie","Frontier Preserve of Grand Prairie #3034","Landmark","$30.40","4.3"
"Brownsville","Grand Hall of Brownsville #3035","Nature","$2.86","4.6"
"McKinney","Heritage Center of McKinney #3036","Museum","$0.28","4.4"
"Frisco","Victory Plaza of Frisco #3037","Park","$45.25","4.3"
"Pasadena","Discovery Gardens of Pasadena #3038","Historical Site","$1.42","4.4"
"Mesquite","Liberty Monument of Mesquite #3039","Theme Park","$14.56","4.8"
"Austin","Frontier Preserve of Austin #3040","Landmark","$42.29","4.1"
"Houston","Grand Hall of Houston #3041","Nature","$49.04","4.6"
"Dallas","Heritage Center of Dallas #3042","Museum","$33.92","4.6"
"San Antonio","Victory Plaza of San Antonio #3043","Park","$10.40","4.7"
"Fort Worth","Discovery Gardens of Fort Worth #3044","Historical Site","$33.36","4.2"
"El Paso","Liberty Monument of El Paso #3045","Theme Park","$32.33","4.9"
"Arlington","Frontier Preserve of Arlington #3046","Landmark","$23.29","4.4"
"Corpus Christi","Grand Hall of Corpus Christi #3047","Nature","$13.00","4.3"
"Plano","Heritage Center of Plano #3048","Museum","$21.28","4.4"
"Laredo","Victory Plaza of Laredo #3049","Park","$10.44","4.4"
"Lubbock","Discovery Gardens of Lubbock #3050","Historical Site","$15.69","4.3"
"Garland","Liberty Monument of Garland #3051","Theme Park","$39.17","4.1"
"Irving","Frontier Preserve of Irving #3052","Landmark","$11.83","4.6"
"Amarillo","Grand Hall of Amarillo #3053","Nature","$24.83","4.0"
"Grand Prairie","Heritage Center of Grand Prairie #3054","Museum","$43.10","4.1"
"Brownsville","Victory Plaza of Brownsville #3055","Park","$14.04","4.2"
"McKinney","Discovery Gardens of McKinney #3056","Historical Site","$13.91","4.5"
"Frisco","Liberty Monument of Frisco #3057","Theme Park","$19.36","4.8"
"Pasadena","Frontier Preserve of Pasadena #3058","Landmark","$17.58","4.1"
"Mesquite","Grand Hall of Mesquite #3059","Nature","$47.34","4.8"
"Austin","Heritage Center of Austin #3060","Museum","$5.35","4.3"
"Houston","Victory Plaza of Houston #3061","Park","$20.94","4.1"
"Dallas","Discovery Gardens of Dallas #3062","Historical Site","$0.34","4.5"
"San Antonio","Liberty Monument of San Antonio #3063","Theme Park","$46.85","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #3064","Landmark","$3.31","4.4"
"El Paso","Grand Hall of El Paso #3065","Nature","$15.35","4.0"
"Arlington","Heritage Center of Arlington #3066","Museum","$40.70","5.0"
"Corpus Christi","Victory Plaza of Corpus Christi #3067","Park","$4.58","5.0"
"Plano","Discovery Gardens of Plano #3068","Historical Site","$29.57","4.7"
"Laredo","Liberty Monument of Laredo #3069","Theme Park","$27.55","4.9"
"Lubbock","Frontier Preserve of Lubbock #3070","Landmark","$34.84","4.1"
"Garland","Grand Hall of Garland #3071","Nature","$41.16","4.6"
"Irving","Heritage Center of Irving #3072","Museum","$23.53","4.8"
"Amarillo","Victory Plaza of Amarillo #3073","Park","$40.23","4.6"
"Grand Prairie","Discovery Gardens of Grand Prairie #3074","Historical Site","$39.52","4.4"
"Brownsville","Liberty Monument of Brownsville #3075","Theme Park","$48.73","4.6"
"McKinney","Frontier Preserve of McKinney #3076","Landmark","$34.72","4.3"
"Frisco","Grand Hall of Frisco #3077","Nature","$27.46","4.2"
"Pasadena","Heritage Center of Pasadena #3078","Museum","$20.15","4.7"
"Mesquite","Victory Plaza of Mesquite #3079","Park","$33.98","4.0"
"Austin","Discovery Gardens of Austin #3080","Historical Site","$42.66","4.9"
"Houston","Liberty Monument of Houston #3081","Theme Park","$41.09","4.4"
"Dallas","Frontier Preserve of Dallas #3082","Landmark","$10.62","4.4"
"San Antonio","Grand Hall of San Antonio #3083","Nature","$43.31","4.6"
"Fort Worth","Heritage Center of Fort Worth #3084","Museum","$30.90","4.6"
"El Paso","Victory Plaza of El Paso #3085","Park","$14.20","4.1"
"Arlington","Discovery Gardens of Arlington #3086","Historical Site","$48.07","4.5"
"Corpus Christi","Liberty Monument of Corpus Christi #3087","Theme Park","$10.58","4.6"
"Plano","Frontier Preserve of Plano #3088","Landmark","$25.09","4.8"
"Laredo","Grand Hall of Laredo #3089","Nature","$17.97","4.8"
"Lubbock","Heritage Center of Lubbock #3090","Museum","$45.21","4.0"
"Garland","Victory Plaza of Garland #3091","Park","$2.44","4.6"
"Irving","Discovery Gardens of Irving #3092","Historical Site","$28.34","4.2"
"Amarillo","Liberty Monument of Amarillo #3093","Theme Park","$14.93","4.6"
"Grand Prairie","Frontier Preserve of Grand Prairie #3094","Landmark","$5.57","4.2"
"Brownsville","Grand Hall of Brownsville #3095","Nature","$11.52","4.9"
"McKinney","Heritage Center of McKinney #3096","Museum","$17.58","4.3"
"Frisco","Victory Plaza of Frisco #3097","Park","$28.96","4.4"
"Pasadena","Discovery Gardens of Pasadena #3098","Historical Site","$22.74","4.5"
"Mesquite","Liberty Monument of Mesquite #3099","Theme Park","$18.37","4.5"
"Austin","Frontier Preserve of Austin #3100","Landmark","$23.62","4.9"
"Houston","Grand Hall of Houston #3101","Nature","$15.22","4.5"
"Dallas","Heritage Center of Dallas #3102","Museum","$22.69","4.5"
"San Antonio","Victory Plaza of San Antonio #3103","Park","$45.49","4.9"
"Fort Worth","Discovery Gardens of Fort Worth #3104","Historical Site","$11.65","4.3"
"El Paso","Liberty Monument of El Paso #3105","Theme Park","$26.13","4.3"
"Arlington","Frontier Preserve of Arlington #3106","Landmark","$27.47","4.1"
"Corpus Christi","Grand Hall of Corpus Christi #3107","Nature","$9.28","4.3"
"Plano","Heritage Center of Plano #3108","Museum","$27.60","4.1"
"Laredo","Victory Plaza of Laredo #3109","Park","$31.16","4.2"
"Lubbock","Discovery Gardens of Lubbock #3110","Historical Site","$16.45","4.6"
"Garland","Liberty Monument of Garland #3111","Theme Park","$29.94","4.0"
"Irving","Frontier Preserve of Irving #3112","Landmark","$19.06","4.2"
