"Origin","Destination","Airline","Flight_No","Price","Duration"
"LAX (Los Angeles)","McKinney","American Airlines","TX2676","$340.61","4.0h"
"ORD (Chicago)","Frisco","United","TX2677","$374.09","2.5h"
"ATL (Atlanta)","Pasadena","Delta","TX2678","$246.80","4.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2679","$361.57","2.9h"
"JFK (New York)","Austin","Southwest","TX2680","$183.64","3.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX2681","$426.90","4.5h"
"ORD (Chicago)","Dallas","United","TX2682","$363.75","4.0h"
"ATL (Atlanta)","San Antonio","Delta","TX2683","$213.25","2.5h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2684","$471.75","3.5h"
"JFK (New York)","El Paso","Southwest","TX2685","$182.41","3.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2686","$342.95","4.0h"
"ORD (Chicago)","Corpus Christi","United","TX2687","$600.92","2.5h"
"ATL (Atlanta)","Plano","Delta","TX2688","$565.48","2.2h"
"SFO (San Francisco)","Laredo","JetBlue","TX2689","$436.17","4.5h"
"JFK (New York)","Lubbock","Southwest","TX2690","$643.25","2.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX2691","$643.33","4.8h"
"ORD (Chicago)","Irving","United","TX2692","$381.75","4.7h"
"ATL (Atlanta)","Amarillo","Delta","TX2693","$527.35","2.1h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2694","$640.01","3.9h"
"JFK (New York)","Brownsville","Southwest","TX2695","$280.29","4.8h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2696","$384.94","2.0h"
"ORD (Chicago)","Frisco","United","TX2697","$211.35","2.0h"
"ATL (Atlanta)","Pasadena","Delta","TX2698","$568.63","4.7h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2699","$473.08","3.2h"
"JFK (New York)","Austin","Southwest","TX2700","$581.69","3.6h"
"LAX (Los Angeles)","Houston","American Airlines","TX2701","$282.95","2.2h"
"ORD (Chicago)","Dallas","United","TX2702","$305.99","3.2h"
"ATL (Atlanta)","San Antonio","Delta","TX2703","$317.94","3.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2704","$494.38","2.2h"
"JFK (New York)","El Paso","Southwest","TX2705","$324.19","2.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2706","$626.33","4.7h"
"ORD (Chicago)","Corpus Christi","United","TX2707","$254.81","4.2h"
"ATL (Atlanta)","Plano","Delta","TX2708","$438.57","3.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX2709","$345.51","3.5h"
"JFK (New York)","Lubbock","Southwest","TX2710","$346.02","4.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX2711","$449.23","3.5h"
"ORD (Chicago)","Irving","United","TX2712","$402.55","4.4h"
"ATL (Atlanta)","Amarillo","Delta","TX2713","$634.70","3.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2714","$165.90","3.1h"
"JFK (New York)","Brownsville","Southwest","TX2715","$176.17","3.2h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2716","$549.40","3.2h"
"ORD (Chicago)","Frisco","United","TX2717","$619.44","2.7h"
"ATL (Atlanta)","Pasadena","Delta","TX2718","$475.14","2.7h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2719","$586.35","4.0h"
"JFK (New York)","Austin","Southwest","TX2720","$391.38","4.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX2721","$552.09","2.9h"
"ORD (Chicago)","Dallas","United","TX2722","$297.01","4.3h"
"ATL (Atlanta)","San Antonio","Delta","TX2723","$460.40","3.6h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2724","$576.90","2.9h"
"JFK (New York)","El Paso","Southwest","TX2725","$581.56","4.1h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2726","$500.26","2.8h"
"ORD (Chicago)","Corpus Christi","United","TX2727","$322.49","2.8h"
"ATL (Atlanta)","Plano","Delta","TX2728","$640.83","2.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX2729","$639.83","2.9h"
"JFK (New York)","Lubbock","Southwest","TX2730","$354.36","3.4h"
"LAX (Los Angeles)","Garland","American Airlines","TX2731","$505.48","3.4h"
"ORD (Chicago)","Irving","United","TX2732","$510.34","3.4h"
"ATL (Atlanta)","Amarillo","Delta","TX2733","$324.65","4.8h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2734","$392.05","2.7h"
"JFK (New York)","Brownsville","Southwest","TX2735","$217.19","4.6h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2736","$637.72","2.2h"
"ORD (Chicago)","Frisco","United","TX2737","$325.55","3.4h"
"ATL (Atlanta)","Pasadena","Delta","TX2738","$411.31","3.5h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2739","$382.29","3.4h"
"JFK (New York)","Austin","Southwest","TX2740","$615.87","4.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX2741","$501.97","2.2h"
"ORD (Chicago)","Dallas","United","TX2742","$377.12","4.2h"
"ATL (Atlanta)","San Antonio","Delta","TX2743","$600.19","3.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2744","$341.64","4.1h"
"JFK (New York)","El Paso","Southwest","TX2745","$548.44","2.6h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2746","$451.81","2.5h"
"ORD (Chicago)","Corpus Christi","United","TX2747","$463.89","2.4h"
"ATL (Atlanta)","Plano","Delta","TX2748","$562.30","3.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX2749","$159.27","2.8h"
"JFK (New York)","Lubbock","Southwest","TX2750","$549.89","2.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX2751","$480.34","4.0h"
"ORD (Chicago)","Irving","United","TX2752","$540.71","2.4h"
"ATL (Atlanta)","Amarillo","Delta","TX2753","$441.26","3.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2754","$330.46","3.3h"
"JFK (New York)","Brownsville","Southwest","TX2755","$414.31","4.7h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2756","$317.14","3.2h"
"ORD (Chicago)","Frisco","United","TX2757","$223.86","3.6h"
"ATL (Atlanta)","Pasadena","Delta","TX2758","$613.12","4.9h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2759","$374.58","2.7h"
"JFK (New York)","Austin","Southwest","TX2760","$617.59","4.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX2761","$399.64","3.0h"
"ORD (Chicago)","Dallas","United","TX2762","$300.45","3.2h"
"ATL (Atlanta)","San Antonio","Delta","TX2763","$273.04","3.2h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2764","$167.45","5.0h"
"JFK (New York)","El Paso","Southwest","TX2765","$168.48","4.7h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2766","$327.83","4.4h"
"ORD (Chicago)","Corpus Christi","United","TX2767","$183.75","4.5h"
"ATL (Atlanta)","Plano","Delta","TX2768","$563.12","4.0h"
"SFO (San Francisco)","Laredo","JetBlue","TX2769","$452.93","2.0h"
"JFK (New York)","Lubbock","Southwest","TX2770","$322.34","3.8h"
"LAX (Los Angeles)","Garland","American Airlines","TX2771","$534.59","3.8h"
"ORD (Chicago)","Irving","United","TX2772","$505.35","4.8h"
"ATL (Atlanta)","Amarillo","Delta","TX2773","$239.50","2.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2774","$344.42","2.6h"
"JFK (New York)","Brownsville","Southwest","TX2775","$479.92","2.7h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2776","$642.76","4.3h"
"ORD (Chicago)","Frisco","United","TX2777","$532.90","2.1h"
"ATL (Atlanta)","Pasadena","Delta","TX2778","$590.99","2.3h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2779","$404.31","2.8h"
"JFK (New York)","Austin","Southwest","TX2780","$397.15","2.7h"
"LAX (Los Angeles)","Houston","American Airlines","TX2781","$443.96","3.3h"
"ORD (Chicago)","Dallas","United","TX2782","$635.81","3.4h"
"ATL (Atlanta)","San Antonio","Delta","TX2783","$267.60","4.6h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2784","$314.64","3.9h"
"JFK (New York)","El Paso","Southwest","TX2785","$225.49","2.9h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2786","$596.12","4.2h"
"ORD (Chicago)","Corpus Christi","United","TX2787","$307.19","2.9h"
"ATL (Atlanta)","Plano","Delta","TX2788","$473.45","4.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX2789","$578.50","3.9h"
"JFK (New York)","Lubbock","Southwest","TX2790","$578.64","4.4h"
"LAX (Los Angeles)","Garland","American Airlines","TX2791","$239.87","2.4h"
"ORD (Chicago)","Irving","United","TX2792","$227.60","3.3h"
"ATL (Atlanta)","Amarillo","Delta","TX2793","$375.21","2.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2794","$625.50","2.2h"
"JFK (New York)","Brownsville","Southwest","TX2795","$574.78","3.1h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2796","$542.41","4.9h"
"ORD (Chicago)","Frisco","United","TX2797","$330.23","3.2h"
"ATL (Atlanta)","Pasadena","Delta","TX2798","$447.13","2.6h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2799","$399.35","2.7h"
"JFK (New York)","Austin","Southwest","TX2800","$461.96","3.7h"
"LAX (Los Angeles)","Houston","American Airlines","TX2801","$465.23","4.4h"
"ORD (Chicago)","Dallas","United","TX2802","$609.05","4.6h"
"ATL (Atlanta)","San Antonio","Delta","TX2803","$545.28","2.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2804","$173.35","2.0h"
"JFK (New York)","El Paso","Southwest","TX2805","$195.23","2.8h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2806","$157.35","3.4h"
"ORD (Chicago)","Corpus Christi","United","TX2807","$584.22","4.1h"
"ATL (Atlanta)","Plano","Delta","TX2808","$399.85","4.0h"
"SFO (San Francisco)","Laredo","JetBlue","TX2809","$600.08","4.4h"
"JFK (New York)","Lubbock","Southwest","TX2810","$361.97","2.4h"
"LAX (Los Angeles)","Garland","American Airlines","TX2811","$436.40","4.4h"
"ORD (Chicago)","Irving","United","TX2812","$510.04","3.5h"
"ATL (Atlanta)","Amarillo","Delta","TX2813","$357.37","2.9h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2814","$512.52","5.0h"
"JFK (New York)","Brownsville","Southwest","TX2815","$493.71","5.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2816","$620.84","4.2h"
"ORD (Chicago)","Frisco","United","TX2817","$306.62","5.0h"
"ATL (Atlanta)","Pasadena","Delta","TX2818","$464.39","4.1h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2819","$629.55","2.3h"
"JFK (New York)","Austin","Southwest","TX2820","$264.35","4.2h"
"LAX (Los Angeles)","Houston","American Airlines","TX2821","$249.28","3.0h"
"ORD (Chicago)","Dallas","United","TX2822","$362.67","2.6h"
"ATL (Atlanta)","San Antonio","Delta","TX2823","$165.53","4.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2824","$397.62","3.0h"
"JFK (New York)","El Paso","Southwest","TX2825","$554.42","4.0h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2826","$275.62","2.7h"
"ORD (Chicago)","Corpus Christi","United","TX2827","$343.23","3.3h"
"ATL (Atlanta)","Plano","Delta","TX2828","$358.73","3.3h"
"SFO (San Francisco)","Laredo","JetBlue","TX2829","$186.45","4.1h"
"JFK (New York)","Lubbock","Southwest","TX2830","$414.79","2.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX2831","$309.01","4.2h"
"ORD (Chicago)","Irving","United","TX2832","$260.06","3.3h"
"ATL (Atlanta)","Amarillo","Delta","TX2833","$204.36","2.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2834","$296.78","2.6h"
"JFK (New York)","Brownsville","Southwest","TX2835","$432.46","4.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2836","$342.84","2.4h"
"ORD (Chicago)","Frisco","United","TX2837","$246.76","4.3h"
"ATL (Atlanta)","Pasadena","Delta","TX2838","$304.52","4.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2839","$503.37","4.6h"
"JFK (New York)","Austin","Southwest","TX2840","$564.70","4.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX2841","$362.51","2.0h"
"ORD (Chicago)","Dallas","United","TX2842","$283.01","2.8h"
"ATL (Atlanta)","San Antonio","Delta","TX2843","$224.56","2.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2844","$181.36","4.7h"
"JFK (New York)","El Paso","Southwest","TX2845","$420.47","5.0h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2846","$287.72","3.3h"
"ORD (Chicago)","Corpus Christi","United","TX2847","$274.20","3.7h"
"ATL (Atlanta)","Plano","Delta","TX2848","$226.87","3.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX2849","$185.76","2.7h"
"JFK (New York)","Lubbock","Southwest","TX2850","$578.72","4.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX2851","$638.69","3.5h"
"ORD (Chicago)","Irving","United","TX2852","$152.56","2.3h"
"ATL (Atlanta)","Amarillo","Delta","TX2853","$532.53","3.6h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2854","$198.13","4.2h"
"JFK (New York)","Brownsville","Southwest","TX2855","$491.40","4.3h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2856","$431.98","4.5h"
"ORD (Chicago)","Frisco","United","TX2857","$637.66","4.7h"
"ATL (Atlanta)","Pasadena","Delta","TX2858","$264.76","3.1h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2859","$337.89","2.5h"
"JFK (New York)","Austin","Southwest","TX2860","$423.00","3.4h"
"LAX (Los Angeles)","Houston","American Airlines","TX2861","$607.02","4.3h"
"ORD (Chicago)","Dallas","United","TX2862","$554.95","4.7h"
"ATL (Atlanta)","San Antonio","Delta","TX2863","$404.89","2.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2864","$512.01","3.2h"
"JFK (New York)","El Paso","Southwest","TX2865","$528.09","3.7h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2866","$597.88","4.0h"
"ORD (Chicago)","Corpus Christi","United","TX2867","$307.77","3.7h"
"ATL (Atlanta)","Plano","Delta","TX2868","$262.63","2.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX2869","$454.67","5.0h"
"JFK (New York)","Lubbock","Southwest","TX2870","$634.44","3.3h"
"LAX (Los Angeles)","Garland","American Airlines","TX2871","$384.25","4.9h"
"ORD (Chicago)","Irving","United","TX2872","$520.18","4.0h"
"ATL (Atlanta)","Amarillo","Delta","TX2873","$264.90","4.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2874","$272.58","4.9h"
"JFK (New York)","Brownsville","Southwest","TX2875","$558.55","3.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2876","$632.89","3.1h"
"ORD (Chicago)","Frisco","United","TX2877","$532.02","2.2h"
"ATL (Atlanta)","Pasadena","Delta","TX2878","$264.56","2.8h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2879","$162.45","3.1h"
"JFK (New York)","Austin","Southwest","TX2880","$387.24","4.9h"
"LAX (Los Angeles)","Houston","American Airlines","TX2881","$543.56","4.7h"
"ORD (Chicago)","Dallas","United","TX2882","$425.96","2.6h"
"ATL (Atlanta)","San Antonio","Delta","TX2883","$377.69","2.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2884","$586.72","4.3h"
"JFK (New York)","El Paso","Southwest","TX2885","$245.45","3.6h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2886","$225.78","2.3h"
"ORD (Chicago)","Corpus Christi","United","TX2887","$430.68","2.6h"
"ATL (Atlanta)","Plano","Delta","TX2888","$560.08","3.5h"
"SFO (San Francisco)","Laredo","JetBlue","TX2889","$230.33","3.9h"
"JFK (New York)","Lubbock","Southwest","TX2890","$494.90","4.0h"
"LAX (Los Angeles)","Garland","American Airlines","TX2891","$474.66","2.8h"
"ORD (Chicago)","Irving","United","TX2892","$543.16","4.1h"
"ATL (Atlanta)","Amarillo","Delta","TX2893","$311.09","3.1h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2894","$296.50","3.4h"
"JFK (New York)","Brownsville","Southwest","TX2895","$643.89","4.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2896","$458.41","4.4h"
"ORD (Chicago)","Frisco","United","TX2897","$213.36","2.2h"
"ATL (Atlanta)","Pasadena","Delta","TX2898","$193.96","4.9h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2899","$494.87","4.5h"
"JFK (New York)","Austin","Southwest","TX2900","$259.01","4.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX2901","$633.52","4.9h"
"ORD (Chicago)","Dallas","United","TX2902","$603.07","4.8h"
"ATL (Atlanta)","San Antonio","Delta","TX2903","$423.53","2.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2904","$552.88","3.1h"
"JFK (New York)","El Paso","Southwest","TX2905","$429.78","3.7h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2906","$305.25","3.7h"
"ORD (Chicago)","Corpus Christi","United","TX2907","$184.57","4.1h"
"ATL (Atlanta)","Plano","Delta","TX2908","$524.49","3.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX2909","$250.88","4.4h"
"JFK (New York)","Lubbock","Southwest","TX2910","$265.55","4.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX2911","$326.61","2.6h"
"ORD (Chicago)","Irving","United","TX2912","$226.64","4.5h"
"ATL (Atlanta)","Amarillo","Delta","TX2913","$354.57","3.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2914","$474.20","2.8h"
"JFK (New York)","Brownsville","Southwest","TX2915","$153.63","4.9h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2916","$319.68","4.4h"
"ORD (Chicago)","Frisco","United","TX2917","$418.91","4.1h"
"ATL (Atlanta)","Pasadena","Delta","TX2918","$316.74","3.9h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2919","$519.10","3.7h"
"JFK (New York)","Austin","Southwest","TX2920","$506.29","2.9h"
"LAX (Los Angeles)","Houston","American Airlines","TX2921","$498.56","2.9h"
"ORD (Chicago)","Dallas","United","TX2922","$280.87","4.9h"
"ATL (Atlanta)","San Antonio","Delta","TX2923","$217.51","3.6h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2924","$425.60","3.2h"
"JFK (New York)","El Paso","Southwest","TX2925","$209.85","5.0h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2926","$529.20","3.4h"
"ORD (Chicago)","Corpus Christi","United","TX2927","$277.68","3.6h"
"ATL (Atlanta)","Plano","Delta","TX2928","$533.71","3.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX2929","$287.00","2.2h"
"JFK (New York)","Lubbock","Southwest","TX2930","$491.20","4.7h"
"LAX (Los Angeles)","Garland","American Airlines","TX2931","$557.85","4.9h"
"ORD (Chicago)","Irving","United","TX2932","$317.26","3.7h"
"ATL (Atlanta)","Amarillo","Delta","TX2933","$172.94","3.8h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2934","$345.21","4.0h"
"JFK (New York)","Brownsville","Southwest","TX2935","$380.68","2.5h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2936","$555.06","3.6h"
"ORD (Chicago)","Frisco","United","TX2937","$307.69","4.2h"
"ATL (Atlanta)","Pasadena","Delta","TX2938","$615.31","3.6h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2939","$531.32","2.5h"
"JFK (New York)","Austin","Southwest","TX2940","$368.28","4.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX2941","$503.08","4.4h"
"ORD (Chicago)","Dallas","United","TX2942","$459.68","2.2h"
"ATL (Atlanta)","San Antonio","Delta","TX2943","$181.21","3.6h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2944","$618.78","3.9h"
"JFK (New York)","El Paso","Southwest","TX2945","$410.49","2.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2946","$404.49","2.8h"
"ORD (Chicago)","Corpus Christi","United","TX2947","$193.87","3.9h"
"ATL (Atlanta)","Plano","Delta","TX2948","$269.40","4.8h"
"SFO (San Francisco)","Laredo","JetBlue","TX2949","$605.77","3.3h"
"JFK (New York)","Lubbock","Southwest","TX2950","$468.71","4.7h"
"LAX (Los Angeles)","Garland","American Airlines","TX2951","$335.20","2.7h"
"ORD (Chicago)","Irving","United","TX2952","$361.03","4.9h"
"ATL (Atlanta)","Amarillo","Delta","TX2953","$407.50","4.8h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX2954","$217.40","3.1h"
"JFK (New York)","Brownsville","Southwest","TX2955","$237.84","2.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX2956","$445.56","4.4h"
"ORD (Chicago)","Frisco","United","TX2957","$356.61","2.4h"
"ATL (Atlanta)","Pasadena","Delta","TX2958","$234.42","2.3h"
"SFO (San Francisco)","Mesquite","JetBlue","TX2959","$426.22","2.6h"
"JFK (New York)","Austin","Southwest","TX2960","$489.65","2.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX2961","$165.94","3.2h"
"ORD (Chicago)","Dallas","United","TX2962","$482.01","4.8h"
"ATL (Atlanta)","San Antonio","Delta","TX2963","$308.76","3.1h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX2964","$342.27","3.9h"
"JFK (New York)","El Paso","Southwest","TX2965","$228.04","2.2h"
"LAX (Los Angeles)","Arlington","American Airlines","TX2966","$173.10","3.1h"
"ORD (Chicago)","Corpus Christi","United","TX2967","$410.97","2.9h"
"ATL (Atlanta)","Plano","Delta","TX2968","$475.28","3.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX2969","$450.21","3.1h"
"JFK (New York)","Lubbock","Southwest","TX2970","$542.81","3.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX2971","$467.38","5.0h"
"ORD (Chicago)","Irving","United","TX2972","$587.74","2.5h"
"ATL (Atlanta)","Amarillo","Delta","TX2973","$308.34","2.8h"
