"City","Name","Category","Rate","Amenities"
"Frisco","Crest Suites Frisco #2297","Inn","$165/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #2298","Luxury","$71/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #2299","Budget","$468/night","Parking, Pets"
"Austin","Saddle Lodge Austin #2300","Boutique","$343/night","Pool, WiFi"
"Houston","River Manor Houston #2301","Ranch","$236/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #2302","Suites","$458/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #2303","Inn","$441/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #2304","Luxury","$227/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #2305","Budget","$401/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #2306","Boutique","$432/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #2307","Ranch","$334/night","Parking, Pets"
"Plano","Star Courtyard Plano #2308","Suites","$333/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #2309","Inn","$133/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #2310","Luxury","$303/night","Spa, Bar"
"Garland","Cactus Resort Garland #2311","Budget","$126/night","Parking, Pets"
"Irving","Saddle Lodge Irving #2312","Boutique","$448/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #2313","Ranch","$295/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #2314","Suites","$370/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #2315","Inn","$127/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #2316","Luxury","$382/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #2317","Budget","$198/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #2318","Boutique","$235/night","Spa, Bar"
"Mesquite","River Manor Mesquite #2319","Ranch","$426/night","Parking, Pets"
"Austin","Star Courtyard Austin #2320","Suites","$420/night","Pool, WiFi"
"Houston","Crest Suites Houston #2321","Inn","$191/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #2322","Luxury","$430/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #2323","Budget","$73/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #2324","Boutique","$109/night","Pool, WiFi"
"El Paso","River Manor El Paso #2325","Ranch","$206/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #2326","Suites","$167/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #2327","Inn","$127/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #2328","Luxury","$312/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #2329","Budget","$435/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #2330","Boutique","$112/night","Spa, Bar"
"Garland","River Manor Garland #2331","Ranch","$350/night","Parking, Pets"
"Irving","Star Courtyard Irving #2332","Suites","$224/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #2333","Inn","$210/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #2334","Luxury","$261/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #2335","Budget","$315/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #2336","Boutique","$385/night","Pool, WiFi"
"Frisco","River Manor Frisco #2337","Ranch","$72/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #2338","Suites","$388/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #2339","Inn","$344/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #2340","Luxury","$144/night","Pool, WiFi"
"Houston","Cactus Resort Houston #2341","Budget","$432/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #2342","Boutique","$438/night","Spa, Bar"
"San Antonio","River Manor San Antonio #2343","Ranch","$129/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #2344","Suites","$363/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #2345","Inn","$250/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #2346","Luxury","$349/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #2347","Budget","$194/night","Parking, Pets"
"Plano","Saddle Lodge Plano #2348","Boutique","$195/night","Pool, WiFi"
"Laredo","River Manor Laredo #2349","Ranch","$369/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #2350","Suites","$430/night","Spa, Bar"
"Garland","Crest Suites Garland #2351","Inn","$79/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #2352","Luxury","$184/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #2353","Budget","$379/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #2354","Boutique","$281/night","Spa, Bar"
"Brownsville","River Manor Brownsville #2355","Ranch","$248/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #2356","Suites","$437/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #2357","Inn","$339/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #2358","Luxury","$180/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #2359","Budget","$272/night","Parking, Pets"
"Austin","Saddle Lodge Austin #2360","Boutique","$313/night","Pool, WiFi"
"Houston","River Manor Houston #2361","Ranch","$167/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #2362","Suites","$414/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #2363","Inn","$73/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #2364","Luxury","$330/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #2365","Budget","$171/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #2366","Boutique","$404/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #2367","Ranch","$194/night","Parking, Pets"
"Plano","Star Courtyard Plano #2368","Suites","$328/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #2369","Inn","$192/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #2370","Luxury","$458/night","Spa, Bar"
"Garland","Cactus Resort Garland #2371","Budget","$212/night","Parking, Pets"
"Irving","Saddle Lodge Irving #2372","Boutique","$134/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #2373","Ranch","$286/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #2374","Suites","$363/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #2375","Inn","$209/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #2376","Luxury","$158/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #2377","Budget","$442/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #2378","Boutique","$72/night","Spa, Bar"
"Mesquite","River Manor Mesquite #2379","Ranch","$441/night","Parking, Pets"
"Austin","Star Courtyard Austin #2380","Suites","$249/night","Pool, WiFi"
"Houston","Crest Suites Houston #2381","Inn","$338/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #2382","Luxury","$422/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #2383","Budget","$149/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #2384","Boutique","$268/night","Pool, WiFi"
"El Paso","River Manor El Paso #2385","Ranch","$350/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #2386","Suites","$122/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #2387","Inn","$141/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #2388","Luxury","$200/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #2389","Budget","$425/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #2390","Boutique","$376/night","Spa, Bar"
"Garland","River Manor Garland #2391","Ranch","$192/night","Parking, Pets"
"Irving","Star Courtyard Irving #2392","Suites","$401/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #2393","Inn","$368/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #2394","Luxury","$247/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #2395","Budget","$204/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #2396","Boutique","$264/night","Pool, WiFi"
"Frisco","River Manor Frisco #2397","Ranch","$464/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #2398","Suites","$251/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #2399","Inn","$123/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #2400","Luxury","$399/night","Pool, WiFi"
"Houston","Cactus Resort Houston #2401","Budget","$342/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #2402","Boutique","$140/night","Spa, Bar"
"San Antonio","River Manor San Antonio #2403","Ranch","$215/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #2404","Suites","$342/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #2405","Inn","$378/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #2406","Luxury","$347/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #2407","Budget","$362/night","Parking, Pets"
"Plano","Saddle Lodge Plano #2408","Boutique","$406/night","Pool, WiFi"
"Laredo","River Manor Laredo #2409","Ranch","$169/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #2410","Suites","$428/night","Spa, Bar"
"Garland","Crest Suites Garland #2411","Inn","$143/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #2412","Luxury","$177/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #2413","Budget","$255/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #2414","Boutique","$176/night","Spa, Bar"
"Brownsville","River Manor Brownsville #2415","Ranch","$304/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #2416","Suites","$157/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #2417","Inn","$202/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #2418","Luxury","$175/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #2419","Budget","$142/night","Parking, Pets"
"Austin","Saddle Lodge Austin #2420","Boutique","$87/night","Pool, WiFi"
"Houston","River Manor Houston #2421","Ranch","$217/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #2422","Suites","$309/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #2423","Inn","$384/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #2424","Luxury","$445/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #2425","Budget","$286/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #2426","Boutique","$72/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #2427","Ranch","$253/night","Parking, Pets"
"Plano","Star Courtyard Plano #2428","Suites","$154/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #2429","Inn","$399/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #2430","Luxury","$440/night","Spa, Bar"
"Garland","Cactus Resort Garland #2431","Budget","$210/night","Parking, Pets"
"Irving","Saddle Lodge Irving #2432","Boutique","$444/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #2433","Ranch","$340/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #2434","Suites","$364/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #2435","Inn","$274/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #2436","Luxury","$228/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #2437","Budget","$182/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #2438","Boutique","$149/night","Spa, Bar"
"Mesquite","River Manor Mesquite #2439","Ranch","$390/night","Parking, Pets"
"Austin","Star Courtyard Austin #2440","Suites","$277/night","Pool, WiFi"
"Houston","Crest Suites Houston #2441","Inn","$192/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #2442","Luxury","$279/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #2443","Budget","$424/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #2444","Boutique","$222/night","Pool, WiFi"
"El Paso","River Manor El Paso #2445","Ranch","$432/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #2446","Suites","$119/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #2447","Inn","$253/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #2448","Luxury","$364/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #2449","Budget","$167/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #2450","Boutique","$134/night","Spa, Bar"
"Garland","River Manor Garland #2451","Ranch","$197/night","Parking, Pets"
"Irving","Star Courtyard Irving #2452","Suites","$331/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #2453","Inn","$277/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #2454","Luxury","$365/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #2455","Budget","$186/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #2456","Boutique","$139/night","Pool, WiFi"
"Frisco","River Manor Frisco #2457","Ranch","$321/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #2458","Suites","$76/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #2459","Inn","$287/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #2460","Luxury","$160/night","Pool, WiFi"
"Houston","Cactus Resort Houston #2461","Budget","$82/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #2462","Boutique","$232/night","Spa, Bar"
"San Antonio","River Manor San Antonio #2463","Ranch","$346/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #2464","Suites","$79/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #2465","Inn","$175/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #2466","Luxury","$395/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #2467","Budget","$151/night","Parking, Pets"
"Plano","Saddle Lodge Plano #2468","Boutique","$208/night","Pool, WiFi"
"Laredo","River Manor Laredo #2469","Ranch","$231/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #2470","Suites","$232/night","Spa, Bar"
"Garland","Crest Suites Garland #2471","Inn","$100/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #2472","Luxury","$255/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #2473","Budget","$265/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #2474","Boutique","$225/night","Spa, Bar"
"Brownsville","River Manor Brownsville #2475","Ranch","$383/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #2476","Suites","$274/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #2477","Inn","$376/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #2478","Luxury","$357/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #2479","Budget","$145/night","Parking, Pets"
"Austin","Saddle Lodge Austin #2480","Boutique","$106/night","Pool, WiFi"
"Houston","River Manor Houston #2481","Ranch","$454/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #2482","Suites","$105/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #2483","Inn","$223/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #2484","Luxury","$400/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #2485","Budget","$179/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #2486","Boutique","$448/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #2487","Ranch","$129/night","Parking, Pets"
"Plano","Star Courtyard Plano #2488","Suites","$207/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #2489","Inn","$365/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #2490","Luxury","$192/night","Spa, Bar"
"Garland","Cactus Resort Garland #2491","Budget","$353/night","Parking, Pets"
"Irving","Saddle Lodge Irving #2492","Boutique","$372/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #2493","Ranch","$374/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #2494","Suites","$158/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #2495","Inn","$209/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #2496","Luxury","$93/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #2497","Budget","$418/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #2498","Boutique","$165/night","Spa, Bar"
"Mesquite","River Manor Mesquite #2499","Ranch","$346/night","Parking, Pets"
"Austin","Star Courtyard Austin #2500","Suites","$132/night","Pool, WiFi"
"Houston","Crest Suites Houston #2501","Inn","$125/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #2502","Luxury","$328/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #2503","Budget","$425/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #2504","Boutique","$120/night","Pool, WiFi"
"El Paso","River Manor El Paso #2505","Ranch","$467/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #2506","Suites","$136/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #2507","Inn","$355/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #2508","Luxury","$92/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #2509","Budget","$288/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #2510","Boutique","$95/night","Spa, Bar"
"Garland","River Manor Garland #2511","Ranch","$420/night","Parking, Pets"
"Irving","Star Courtyard Irving #2512","Suites","$389/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #2513","Inn","$446/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #2514","Luxury","$211/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #2515","Budget","$243/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #2516","Boutique","$85/night","Pool, WiFi"
"Frisco","River Manor Frisco #2517","Ranch","$106/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #2518","Suites","$407/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #2519","Inn","$109/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #2520","Luxury","$449/night","Pool, WiFi"
"Houston","Cactus Resort Houston #2521","Budget","$259/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #2522","Boutique","$233/night","Spa, Bar"
"San Antonio","River Manor San Antonio #2523","Ranch","$459/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #2524","Suites","$231/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #2525","Inn","$411/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #2526","Luxury","$319/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #2527","Budget","$126/night","Parking, Pets"
"Plano","Saddle Lodge Plano #2528","Boutique","$347/night","Pool, WiFi"
"Laredo","River Manor Laredo #2529","Ranch","$429/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #2530","Suites","$396/night","Spa, Bar"
"Garland","Crest Suites Garland #2531","Inn","$228/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #2532","Luxury","$144/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #2533","Budget","$293/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #2534","Boutique","$123/night","Spa, Bar"
