"City","Name","Category","Price","Rating"
"Frisco","Yellow Rose Taqueria of Frisco #2217","Seafood","$$","4.5"
"Pasadena","Alamo Smokehouse of Pasadena #2218","Southern","$$$","3.6"
"Mesquite","Pecos Table of Mesquite #2219","Bistro","$$$$","4.3"
"Austin","Lone Star Pit of Austin #2220","BBQ","$","3.5"
"Houston","Big Tex Grill of Houston #2221","Tex-Mex","$$","4.8"
"Dallas","Blue Bonnet Kitchen of Dallas #2222","Steakhouse","$$$","3.7"
"San Antonio","Yellow Rose Taqueria of San Antonio #2223","Seafood","$$$$","4.9"
"Fort Worth","Alamo Smokehouse of Fort Worth #2224","Southern","$","3.7"
"El Paso","Pecos Table of El Paso #2225","Bistro","$$","3.5"
"Arlington","Lone Star Pit of Arlington #2226","BBQ","$$$","4.6"
"Corpus Christi","Big Tex Grill of Corpus Christi #2227","Tex-Mex","$$$$","3.5"
"Plano","Blue Bonnet Kitchen of Plano #2228","Steakhouse","$","3.5"
"Laredo","Yellow Rose Taqueria of Laredo #2229","Seafood","$$","4.2"
"Lubbock","Alamo Smokehouse of Lubbock #2230","Southern","$$$","4.8"
"Garland","Pecos Table of Garland #2231","Bistro","$$$$","4.3"
"Irving","Lone Star Pit of Irving #2232","BBQ","$","3.7"
"Amarillo","Big Tex Grill of Amarillo #2233","Tex-Mex","$$","4.1"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #2234","Steakhouse","$$$","4.4"
"Brownsville","Yellow Rose Taqueria of Brownsville #2235","Seafood","$$$$","3.9"
"McKinney","Alamo Smokehouse of McKinney #2236","Southern","$","4.0"
"Frisco","Pecos Table of Frisco #2237","Bistro","$$","4.0"
"Pasadena","Lone Star Pit of Pasadena #2238","BBQ","$$$","3.8"
"Mesquite","Big Tex Grill of Mesquite #2239","Tex-Mex","$$$$","3.7"
"Austin","Blue Bonnet Kitchen of Austin #2240","Steakhouse","$","4.0"
"Houston","Yellow Rose Taqueria of Houston #2241","Seafood","$$","4.1"
"Dallas","Alamo Smokehouse of Dallas #2242","Southern","$$$","4.2"
"San Antonio","Pecos Table of San Antonio #2243","Bistro","$$$$","4.5"
"Fort Worth","Lone Star Pit of Fort Worth #2244","BBQ","$","5.0"
"El Paso","Big Tex Grill of El Paso #2245","Tex-Mex","$$","4.5"
"Arlington","Blue Bonnet Kitchen of Arlington #2246","Steakhouse","$$$","4.2"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #2247","Seafood","$$$$","3.5"
"Plano","Alamo Smokehouse of Plano #2248","Southern","$","4.7"
"Laredo","Pecos Table of Laredo #2249","Bistro","$$","4.8"
"Lubbock","Lone Star Pit of Lubbock #2250","BBQ","$$$","3.7"
"Garland","Big Tex Grill of Garland #2251","Tex-Mex","$$$$","4.2"
"Irving","Blue Bonnet Kitchen of Irving #2252","Steakhouse","$","4.8"
"Amarillo","Yellow Rose Taqueria of Amarillo #2253","Seafood","$$","4.7"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #2254","Southern","$$$","4.3"
"Brownsville","Pecos Table of Brownsville #2255","Bistro","$$$$","3.9"
"McKinney","Lone Star Pit of McKinney #2256","BBQ","$","4.3"
"Frisco","Big Tex Grill of Frisco #2257","Tex-Mex","$$","4.8"
"Pasadena","Blue Bonnet Kitchen of Pasadena #2258","Steakhouse","$$$","4.7"
"Mesquite","Yellow Rose Taqueria of Mesquite #2259","Seafood","$$$$","4.4"
"Austin","Alamo Smokehouse of Austin #2260","Southern","$","4.4"
"Houston","Pecos Table of Houston #2261","Bistro","$$","3.5"
"Dallas","Lone Star Pit of Dallas #2262","BBQ","$$$","4.2"
"San Antonio","Big Tex Grill of San Antonio #2263","Tex-Mex","$$$$","3.8"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #2264","Steakhouse","$","4.6"
"El Paso","Yellow Rose Taqueria of El Paso #2265","Seafood","$$","4.9"
"Arlington","Alamo Smokehouse of Arlington #2266","Southern","$$$","3.7"
"Corpus Christi","Pecos Table of Corpus Christi #2267","Bistro","$$$$","4.9"
"Plano","Lone Star Pit of Plano #2268","BBQ","$","4.3"
"Laredo","Big Tex Grill of Laredo #2269","Tex-Mex","$$","4.0"
"Lubbock","Blue Bonnet Kitchen of Lubbock #2270","Steakhouse","$$$","3.8"
"Garland","Yellow Rose Taqueria of Garland #2271","Seafood","$$$$","4.4"
"Irving","Alamo Smokehouse of Irving #2272","Southern","$","4.1"
"Amarillo","Pecos Table of Amarillo #2273","Bistro","$$","4.5"
"Grand Prairie","Lone Star Pit of Grand Prairie #2274","BBQ","$$$","4.8"
"Brownsville","Big Tex Grill of Brownsville #2275","Tex-Mex","$$$$","3.8"
"McKinney","Blue Bonnet Kitchen of McKinney #2276","Steakhouse","$","4.1"
"Frisco","Yellow Rose Taqueria of Frisco #2277","Seafood","$$","4.1"
"Pasadena","Alamo Smokehouse of Pasadena #2278","Southern","$$$","3.7"
"Mesquite","Pecos Table of Mesquite #2279","Bistro","$$$$","4.6"
"Austin","Lone Star Pit of Austin #2280","BBQ","$","4.1"
"Houston","Big Tex Grill of Houston #2281","Tex-Mex","$$","3.6"
"Dallas","Blue Bonnet Kitchen of Dallas #2282","Steakhouse","$$$","4.9"
"San Antonio","Yellow Rose Taqueria of San Antonio #2283","Seafood","$$$$","3.7"
"Fort Worth","Alamo Smokehouse of Fort Worth #2284","Southern","$","4.1"
"El Paso","Pecos Table of El Paso #2285","Bistro","$$","4.0"
"Arlington","Lone Star Pit of Arlington #2286","BBQ","$$$","4.3"
"Corpus Christi","Big Tex Grill of Corpus Christi #2287","Tex-Mex","$$$$","4.5"
"Plano","Blue Bonnet Kitchen of Plano #2288","Steakhouse","$","4.1"
"Laredo","Yellow Rose Taqueria of Laredo #2289","Seafood","$$","4.4"
"Lubbock","Alamo Smokehouse of Lubbock #2290","Southern","$$$","4.8"
"Garland","Pecos Table of Garland #2291","Bistro","$$$$","4.8"
"Irving","Lone Star Pit of Irving #2292","BBQ","$","4.5"
"Amarillo","Big Tex Grill of Amarillo #2293","Tex-Mex","$$","3.7"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #2294","Steakhouse","$$$","3.7"
"Brownsville","Yellow Rose Taqueria of Brownsville #2295","Seafood","$$$$","4.8"
"McKinney","Alamo Smokehouse of McKinney #2296","Southern","$","4.5"
"Frisco","Pecos Table of Frisco #2297","Bistro","$$","3.8"
"Pasadena","Lone Star Pit of Pasadena #2298","BBQ","$$$","4.8"
"Mesquite","Big Tex Grill of Mesquite #2299","Tex-Mex","$$$$","4.4"
"Austin","Blue Bonnet Kitchen of Austin #2300","Steakhouse","$","4.4"
"Houston","Yellow Rose Taqueria of Houston #2301","Seafood","$$","4.6"
"Dallas","Alamo Smokehouse of Dallas #2302","Southern","$$$","4.2"
"San Antonio","Pecos Table of San Antonio #2303","Bistro","$$$$","4.6"
"Fort Worth","Lone Star Pit of Fort Worth #2304","BBQ","$","3.7"
"El Paso","Big Tex Grill of El Paso #2305","Tex-Mex","$$","4.3"
"Arlington","Blue Bonnet Kitchen of Arlington #2306","Steakhouse","$$$","3.7"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #2307","Seafood","$$$$","4.4"
"Plano","Alamo Smokehouse of Plano #2308","Southern","$","4.8"
"Laredo","Pecos Table of Laredo #2309","Bistro","$$","5.0"
"Lubbock","Lone Star Pit of Lubbock #2310","BBQ","$$$","3.6"
"Garland","Big Tex Grill of Garland #2311","Tex-Mex","$$$$","4.2"
"Irving","Blue Bonnet Kitchen of Irving #2312","Steakhouse","$","3.7"
"Amarillo","Yellow Rose Taqueria of Amarillo #2313","Seafood","$$","4.1"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #2314","Southern","$$$","4.7"
"Brownsville","Pecos Table of Brownsville #2315","Bistro","$$$$","3.6"
"McKinney","Lone Star Pit of McKinney #2316","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #2317","Tex-Mex","$$","4.7"
"Pasadena","Blue Bonnet Kitchen of Pasadena #2318","Steakhouse","$$$","4.3"
"Mesquite","Yellow Rose Taqueria of Mesquite #2319","Seafood","$$$$","4.7"
"Austin","Alamo Smokehouse of Austin #2320","Southern","$","4.0"
"Houston","Pecos Table of Houston #2321","Bistro","$$","4.0"
"Dallas","Lone Star Pit of Dallas #2322","BBQ","$$$","4.8"
"San Antonio","Big Tex Grill of San Antonio #2323","Tex-Mex","$$$$","4.9"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #2324","Steakhouse","$","4.4"
"El Paso","Yellow Rose Taqueria of El Paso #2325","Seafood","$$","4.8"
"Arlington","Alamo Smokehouse of Arlington #2326","Southern","$$$","3.8"
"Corpus Christi","Pecos Table of Corpus Christi #2327","Bistro","$$$$","3.6"
"Plano","Lone Star Pit of Plano #2328","BBQ","$","4.0"
"Laredo","Big Tex Grill of Laredo #2329","Tex-Mex","$$","3.8"
"Lubbock","Blue Bonnet Kitchen of Lubbock #2330","Steakhouse","$$$","4.4"
"Garland","Yellow Rose Taqueria of Garland #2331","Seafood","$$$$","4.1"
"Irving","Alamo Smokehouse of Irving #2332","Southern","$","3.9"
"Amarillo","Pecos Table of Amarillo #2333","Bistro","$$","4.0"
"Grand Prairie","Lone Star Pit of Grand Prairie #2334","BBQ","$$$","4.1"
"Brownsville","Big Tex Grill of Brownsville #2335","Tex-Mex","$$$$","3.8"
"McKinney","Blue Bonnet Kitchen of McKinney #2336","Steakhouse","$","4.7"
"Frisco","Yellow Rose Taqueria of Frisco #2337","Seafood","$$","4.8"
"Pasadena","Alamo Smokehouse of Pasadena #2338","Southern","$$$","4.8"
"Mesquite","Pecos Table of Mesquite #2339","Bistro","$$$$","3.6"
"Austin","Lone Star Pit of Austin #2340","BBQ","$","3.7"
"Houston","Big Tex Grill of Houston #2341","Tex-Mex","$$","4.4"
"Dallas","Blue Bonnet Kitchen of Dallas #2342","Steakhouse","$$$","4.4"
"San Antonio","Yellow Rose Taqueria of San Antonio #2343","Seafood","$$$$","4.4"
"Fort Worth","Alamo Smokehouse of Fort Worth #2344","Southern","$","4.9"
"El Paso","Pecos Table of El Paso #2345","Bistro","$$","4.0"
"Arlington","Lone Star Pit of Arlington #2346","BBQ","$$$","4.9"
"Corpus Christi","Big Tex Grill of Corpus Christi #2347","Tex-Mex","$$$$","4.4"
"Plano","Blue Bonnet Kitchen of Plano #2348","Steakhouse","$","3.8"
"Laredo","Yellow Rose Taqueria of Laredo #2349","Seafood","$$","3.8"
"Lubbock","Alamo Smokehouse of Lubbock #2350","Southern","$$$","4.2"
"Garland","Pecos Table of Garland #2351","Bistro","$$$$","3.8"
"Irving","Lone Star Pit of Irving #2352","BBQ","$","4.9"
"Amarillo","Big Tex Grill of Amarillo #2353","Tex-Mex","$$","4.6"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #2354","Steakhouse","$$$","4.7"
"Brownsville","Yellow Rose Taqueria of Brownsville #2355","Seafood","$$$$","4.5"
"McKinney","Alamo Smokehouse of McKinney #2356","Southern","$","4.6"
"Frisco","Pecos Table of Frisco #2357","Bistro","$$","3.6"
"Pasadena","Lone Star Pit of Pasadena #2358","BBQ","$$$","3.7"
"Mesquite","Big Tex Grill of Mesquite #2359","Tex-Mex","$$$$","3.7"
"Austin","Blue Bonnet Kitchen of Austin #2360","Steakhouse","$","4.6"
"Houston","Yellow Rose Taqueria of Houston #2361","Seafood","$$","4.4"
"Dallas","Alamo Smokehouse of Dallas #2362","Southern","$$$","4.3"
"San Antonio","Pecos Table of San Antonio #2363","Bistro","$$$$","4.9"
"Fort Worth","Lone Star Pit of Fort Worth #2364","BBQ","$","4.1"
"El Paso","Big Tex Grill of El Paso #2365","Tex-Mex","$$","4.1"
"Arlington","Blue Bonnet Kitchen of Arlington #2366","Steakhouse","$$$","3.9"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #2367","Seafood","$$$$","4.2"
"Plano","Alamo Smokehouse of Plano #2368","Southern","$","3.8"
"Laredo","Pecos Table of Laredo #2369","Bistro","$$","4.2"
"Lubbock","Lone Star Pit of Lubbock #2370","BBQ","$$$","3.8"
"Garland","Big Tex Grill of Garland #2371","Tex-Mex","$$$$","4.7"
"Irving","Blue Bonnet Kitchen of Irving #2372","Steakhouse","$","3.5"
"Amarillo","Yellow Rose Taqueria of Amarillo #2373","Seafood","$$","4.6"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #2374","Southern","$$$","4.7"
"Brownsville","Pecos Table of Brownsville #2375","Bistro","$$$$","3.6"
"McKinney","Lone Star Pit of McKinney #2376","BBQ","$","3.8"
"Frisco","Big Tex Grill of Frisco #2377","Tex-Mex","$$","5.0"
"Pasadena","Blue Bonnet Kitchen of Pasadena #2378","Steakhouse","$$$","4.8"
"Mesquite","Yellow Rose Taqueria of Mesquite #2379","Seafood","$$$$","3.9"
"Austin","Alamo Smokehouse of Austin #2380","Southern","$","4.8"
"Houston","Pecos Table of Houston #2381","Bistro","$$","3.7"
"Dallas","Lone Star Pit of Dallas #2382","BBQ","$$$","5.0"
"San Antonio","Big Tex Grill of San Antonio #2383","Tex-Mex","$$$$","4.3"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #2384","Steakhouse","$","4.8"
"El Paso","Yellow Rose Taqueria of El Paso #2385","Seafood","$$","3.9"
"Arlington","Alamo Smokehouse of Arlington #2386","Southern","$$$","4.4"
"Corpus Christi","Pecos Table of Corpus Christi #2387","Bistro","$$$$","3.7"
"Plano","Lone Star Pit of Plano #2388","BBQ","$","4.2"
"Laredo","Big Tex Grill of Laredo #2389","Tex-Mex","$$","3.7"
"Lubbock","Blue Bonnet Kitchen of Lubbock #2390","Steakhouse","$$$","3.8"
"Garland","Yellow Rose Taqueria of Garland #2391","Seafood","$$$$","4.9"
"Irving","Alamo Smokehouse of Irving #2392","Southern","$","4.9"
"Amarillo","Pecos Table of Amarillo #2393","Bistro","$$","4.7"
"Grand Prairie","Lone Star Pit of Grand Prairie #2394","BBQ","$$$","4.3"
"Brownsville","Big Tex Grill of Brownsville #2395","Tex-Mex","$$$$","4.4"
"McKinney","Blue Bonnet Kitchen of McKinney #2396","Steakhouse","$","5.0"
"Frisco","Yellow Rose Taqueria of Frisco #2397","Seafood","$$","3.5"
"Pasadena","Alamo Smokehouse of Pasadena #2398","Southern","$$$","4.4"
"Mesquite","Pecos Table of Mesquite #2399","Bistro","$$$$","3.6"
"Austin","Lone Star Pit of Austin #2400","BBQ","$","4.2"
"Houston","Big Tex Grill of Houston #2401","Tex-Mex","$$","3.9"
"Dallas","Blue Bonnet Kitchen of Dallas #2402","Steakhouse","$$$","4.4"
"San Antonio","Yellow Rose Taqueria of San Antonio #2403","Seafood","$$$$","4.6"
"Fort Worth","Alamo Smokehouse of Fort Worth #2404","Southern","$","4.8"
"El Paso","Pecos Table of El Paso #2405","Bistro","$$","4.8"
"Arlington","Lone Star Pit of Arlington #2406","BBQ","$$$","4.4"
"Corpus Christi","Big Tex Grill of Corpus Christi #2407","Tex-Mex","$$$$","4.9"
"Plano","Blue Bonnet Kitchen of Plano #2408","Steakhouse","$","4.4"
"Laredo","Yellow Rose Taqueria of Laredo #2409","Seafood","$$","4.6"
"Lubbock","Alamo Smokehouse of Lubbock #2410","Southern","$$$","3.6"
"Garland","Pecos Table of Garland #2411","Bistro","$$$$","3.9"
"Irving","Lone Star Pit of Irving #2412","BBQ","$","3.8"
"Amarillo","Big Tex Grill of Amarillo #2413","Tex-Mex","$$","3.9"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #2414","Steakhouse","$$$","4.1"
"Brownsville","Yellow Rose Taqueria of Brownsville #2415","Seafood","$$$$","4.8"
"McKinney","Alamo Smokehouse of McKinney #2416","Southern","$","4.0"
"Frisco","Pecos Table of Frisco #2417","Bistro","$$","3.9"
"Pasadena","Lone Star Pit of Pasadena #2418","BBQ","$$$","4.7"
"Mesquite","Big Tex Grill of Mesquite #2419","Tex-Mex","$$$$","4.0"
"Austin","Blue Bonnet Kitchen of Austin #2420","Steakhouse","$","3.6"
"Houston","Yellow Rose Taqueria of Houston #2421","Seafood","$$","4.7"
"Dallas","Alamo Smokehouse of Dallas #2422","Southern","$$$","4.5"
"San Antonio","Pecos Table of San Antonio #2423","Bistro","$$$$","4.5"
"Fort Worth","Lone Star Pit of Fort Worth #2424","BBQ","$","4.7"
"El Paso","Big Tex Grill of El Paso #2425","Tex-Mex","$$","4.1"
"Arlington","Blue Bonnet Kitchen of Arlington #2426","Steakhouse","$$$","3.9"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #2427","Seafood","$$$$","4.6"
"Plano","Alamo Smokehouse of Plano #2428","Southern","$","4.6"
"Laredo","Pecos Table of Laredo #2429","Bistro","$$","4.6"
"Lubbock","Lone Star Pit of Lubbock #2430","BBQ","$$$","4.0"
"Garland","Big Tex Grill of Garland #2431","Tex-Mex","$$$$","4.0"
"Irving","Blue Bonnet Kitchen of Irving #2432","Steakhouse","$","4.0"
"Amarillo","Yellow Rose Taqueria of Amarillo #2433","Seafood","$$","4.1"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #2434","Southern","$$$","4.8"
"Brownsville","Pecos Table of Brownsville #2435","Bistro","$$$$","3.7"
"McKinney","Lone Star Pit of McKinney #2436","BBQ","$","4.7"
"Frisco","Big Tex Grill of Frisco #2437","Tex-Mex","$$","4.3"
"Pasadena","Blue Bonnet Kitchen of Pasadena #2438","Steakhouse","$$$","4.3"
"Mesquite","Yellow Rose Taqueria of Mesquite #2439","Seafood","$$$$","3.8"
"Austin","Alamo Smokehouse of Austin #2440","Southern","$","3.9"
"Houston","Pecos Table of Houston #2441","Bistro","$$","3.8"
"Dallas","Lone Star Pit of Dallas #2442","BBQ","$$$","3.6"
"San Antonio","Big Tex Grill of San Antonio #2443","Tex-Mex","$$$$","4.6"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #2444","Steakhouse","$","5.0"
"El Paso","Yellow Rose Taqueria of El Paso #2445","Seafood","$$","4.9"
"Arlington","Alamo Smokehouse of Arlington #2446","Southern","$$$","3.7"
"Corpus Christi","Pecos Table of Corpus Christi #2447","Bistro","$$$$","3.9"
"Plano","Lone Star Pit of Plano #2448","BBQ","$","4.0"
"Laredo","Big Tex Grill of Laredo #2449","Tex-Mex","$$","3.9"
"Lubbock","Blue Bonnet Kitchen of Lubbock #2450","Steakhouse","$$$","4.8"
"Garland","Yellow Rose Taqueria of Garland #2451","Seafood","$$$$","5.0"
"Irving","Alamo Smokehouse of Irving #2452","Southern","$","3.9"
"Amarillo","Pecos Table of Amarillo #2453","Bistro","$$","4.1"
"Grand Prairie","Lone Star Pit of Grand Prairie #2454","BBQ","$$$","4.0"
"Brownsville","Big Tex Grill of Brownsville #2455","Tex-Mex","$$$$","4.9"
"McKinney","Blue Bonnet Kitchen of McKinney #2456","Steakhouse","$","4.5"
"Frisco","Yellow Rose Taqueria of Frisco #2457","Seafood","$$","3.9"
"Pasadena","Alamo Smokehouse of Pasadena #2458","Southern","$$$","4.8"
"Mesquite","Pecos Table of Mesquite #2459","Bistro","$$$$","4.0"
"Austin","Lone Star Pit of Austin #2460","BBQ","$","4.5"
"Houston","Big Tex Grill of Houston #2461","Tex-Mex","$$","3.6"
"Dallas","Blue Bonnet Kitchen of Dallas #2462","Steakhouse","$$$","4.1"
"San Antonio","Yellow Rose Taqueria of San Antonio #2463","Seafood","$$$$","3.9"
"Fort Worth","Alamo Smokehouse of Fort Worth #2464","Southern","$","3.8"
"El Paso","Pecos Table of El Paso #2465","Bistro","$$","4.0"
"Arlington","Lone Star Pit of Arlington #2466","BBQ","$$$","4.4"
"Corpus Christi","Big Tex Grill of Corpus Christi #2467","Tex-Mex","$$$$","3.7"
"Plano","Blue Bonnet Kitchen of Plano #2468","Steakhouse","$","4.8"
"Laredo","Yellow Rose Taqueria of Laredo #2469","Seafood","$$","4.4"
"Lubbock","Alamo Smokehouse of Lubbock #2470","Southern","$$$","4.2"
"Garland","Pecos Table of Garland #2471","Bistro","$$$$","4.4"
"Irving","Lone Star Pit of Irving #2472","BBQ","$","3.6"
"Amarillo","Big Tex Grill of Amarillo #2473","Tex-Mex","$$","4.4"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #2474","Steakhouse","$$$","3.5"
"Brownsville","Yellow Rose Taqueria of Brownsville #2475","Seafood","$$$$","4.1"
"McKinney","Alamo Smokehouse of McKinney #2476","Southern","$","3.9"
"Frisco","Pecos Table of Frisco #2477","Bistro","$$","3.6"
"Pasadena","Lone Star Pit of Pasadena #2478","BBQ","$$$","3.6"
"Mesquite","Big Tex Grill of Mesquite #2479","Tex-Mex","$$$$","3.7"
"Austin","Blue Bonnet Kitchen of Austin #2480","Steakhouse","$","4.7"
"Houston","Yellow Rose Taqueria of Houston #2481","Seafood","$$","3.8"
"Dallas","Alamo Smokehouse of Dallas #2482","Southern","$$$","4.2"
"San Antonio","Pecos Table of San Antonio #2483","Bistro","$$$$","4.6"
"Fort Worth","Lone Star Pit of Fort Worth #2484","BBQ","$","4.7"
"El Paso","Big Tex Grill of El Paso #2485","Tex-Mex","$$","4.1"
"Arlington","Blue Bonnet Kitchen of Arlington #2486","Steakhouse","$$$","4.0"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #2487","Seafood","$$$$","4.5"
"Plano","Alamo Smokehouse of Plano #2488","Southern","$","3.8"
"Laredo","Pecos Table of Laredo #2489","Bistro","$$","3.6"
"Lubbock","Lone Star Pit of Lubbock #2490","BBQ","$$$","3.5"
"Garland","Big Tex Grill of Garland #2491","Tex-Mex","$$$$","3.8"
"Irving","Blue Bonnet Kitchen of Irving #2492","Steakhouse","$","4.3"
"Amarillo","Yellow Rose Taqueria of Amarillo #2493","Seafood","$$","3.5"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #2494","Southern","$$$","4.6"
"Brownsville","Pecos Table of Brownsville #2495","Bistro","$$$$","3.8"
"McKinney","Lone Star Pit of McKinney #2496","BBQ","$","4.8"
"Frisco","Big Tex Grill of Frisco #2497","Tex-Mex","$$","4.4"
"Pasadena","Blue Bonnet Kitchen of Pasadena #2498","Steakhouse","$$$","4.5"
"Mesquite","Yellow Rose Taqueria of Mesquite #2499","Seafood","$$$$","4.2"
"Austin","Alamo Smokehouse of Austin #2500","Southern","$","5.0"
"Houston","Pecos Table of Houston #2501","Bistro","$$","3.7"
"Dallas","Lone Star Pit of Dallas #2502","BBQ","$$$","5.0"
"San Antonio","Big Tex Grill of San Antonio #2503","Tex-Mex","$$$$","3.8"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #2504","Steakhouse","$","5.0"
"El Paso","Yellow Rose Taqueria of El Paso #2505","Seafood","$$","4.8"
"Arlington","Alamo Smokehouse of Arlington #2506","Southern","$$$","4.2"
"Corpus Christi","Pecos Table of Corpus Christi #2507","Bistro","$$$$","4.6"
"Plano","Lone Star Pit of Plano #2508","BBQ","$","3.9"
"Laredo","Big Tex Grill of Laredo #2509","Tex-Mex","$$","4.6"
"Lubbock","Blue Bonnet Kitchen of Lubbock #2510","Steakhouse","$$$","3.8"
"Garland","Yellow Rose Taqueria of Garland #2511","Seafood","$$$$","4.0"
"Irving","Alamo Smokehouse of Irving #2512","Southern","$","3.7"
"Amarillo","Pecos Table of Amarillo #2513","Bistro","$$","4.1"
"Grand Prairie","Lone Star Pit of Grand Prairie #2514","BBQ","$$$","3.9"
"Brownsville","Big Tex Grill of Brownsville #2515","Tex-Mex","$$$$","4.2"
"McKinney","Blue Bonnet Kitchen of McKinney #2516","Steakhouse","$","3.5"
